name,rating,price,screen size,resolution,refresh rate,response time (G2G),panel type,aspect ratio,link
"Acer Nitro VG270K 27.0"" 3840 x 2160 60 Hz Monitor",5.0,,"27""",3840 x 2160,60 Hz,4 ms,IPS,16:9,https://www.amazon.com/s?k=Acer+Nitro+VG270K+27.0%22+3840+x+2160+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Dell UltraSharp U3419W 34.1"" 3440 x 1440 60 Hz Curved Monitor",5.0,$1200.00,"34.14""",3440 x 1440,60 Hz,5 ms,IPS,21:9,https://www.amazon.com/dp/B07HB3ZX9F?tag=bgfg-pc-builder-us-20
"V7 V7 L238DPH-2NH 23.8"" Full HD LED LCD Monitor - 16:9 23.8"" 1920 x 1080 60 Hz Monitor",,$165.05,"23.8""",1920 x 1080,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B07SHYYVM5?tag=bgfg-pc-builder-us-20
"ViewSonic VX2768-2KPC-MHD OMNI 27.0"" 2560 x 1440 144 Hz Curved Monitor",5.0,$181.99,"27""",2560 x 1440,144 Hz,N/A,VA,16:9,https://www.amazon.com/dp/B08D5N4R1D?tag=bgfg-pc-builder-us-20
"Gigabyte AORUS FI27Q-X 27.0"" 2560 x 1440 240 Hz Monitor",,,"27""",2560 x 1440,240 Hz,1 ms,IPS,16:9,https://www.amazon.com/s?k=Gigabyte+AORUS+FI27Q-X+27.0%22+2560+x+1440+240+Hz+Monitor&tag=bgfg-pc-builder-us-20
"AOPEN UM.UW1AA.P01 23.6"" 1920 x 1080 144 Hz Curved Monitor",,$129.99,"23.6""",1920 x 1080,144 Hz,N/A,VA,16:9,https://www.amazon.com/dp/B07LCGBT4P?tag=bgfg-pc-builder-us-20
"Pixio PX278 27.0"" 2560 x 1440 144 Hz Monitor",,$249.99,"27""",2560 x 1440,144 Hz,1 ms,TN,16:9,https://www.amazon.com/dp/B0947D1G2B?tag=bgfg-pc-builder-us-20
"HP X34 34.0"" 3440 x 1440 165 Hz Monitor",,$419.99,"34""",3440 x 1440,165 Hz,1 ms,IPS,21:9,https://www.amazon.com/dp/B098YZ161P?tag=bgfg-pc-builder-us-20
"NZXT Canvas 32Q 32.0"" 2560 x 1440 165 Hz Curved Monitor",,$449.99,"32""",2560 x 1440,165 Hz,N/A,VA,16:9,https://www.amazon.com/s?k=NZXT+Canvas+32Q+32.0%22+2560+x+1440+165+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Acer ED271U Xbmiipx 27.0"" 2560 x 1440 240 Hz Curved Monitor",,,"27""",2560 x 1440,240 Hz,N/A,VA,16:9,https://www.amazon.com/s?k=Acer+ED271U+Xbmiipx+27.0%22+2560+x+1440+240+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Acer VG271U Sbmiipx 27.0"" 2560 x 1440 170 Hz Monitor",,$329.62,"27""",2560 x 1440,170 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B09JS1FFQ8?tag=bgfg-pc-builder-us-20
"Acer XV270 Pbmiiprx 27.0"" 1920 x 1080 144 Hz Monitor",,,"27""",1920 x 1080,144 Hz,N/A,IPS,16:9,https://www.amazon.com/s?k=Acer+XV270+Pbmiiprx+27.0%22+1920+x+1080+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer XV272U KVbmiiprzx 27.0"" 2560 x 1440 144 Hz Monitor",,$279.99,"27""",2560 x 1440,144 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B08XMZZMW1?tag=bgfg-pc-builder-us-20
"Acer EG220Q Pbipx 21.5"" 1920 x 1080 144 Hz Monitor",,,"21.5""",1920 x 1080,144 Hz,N/A,TN,16:9,https://www.amazon.com/s?k=Acer+EG220Q+Pbipx+21.5%22+1920+x+1080+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Corsair XENEON 32QHD240 32.0"" 2560 x 1440 240 Hz Monitor",,$699.99,"32""",2560 x 1440,240 Hz,5 ms,IPS,16:9,https://www.amazon.com/s?k=Corsair+XENEON+32QHD240+32.0%22+2560+x+1440+240+Hz+Monitor&tag=bgfg-pc-builder-us-20
"KTC M27P20 Pro 27.0"" 3840 x 2160 144 Hz Monitor",,$899.99,"27""",3840 x 2160,144 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B0BG3XZFY7?tag=bgfg-pc-builder-us-20
"KTC M27T20 27.0"" 2560 x 1440 165 Hz Monitor",,$599.99,"27""",2560 x 1440,165 Hz,3 ms,Mini LED,16:9,https://www.amazon.com/dp/B0BG3Y3G1S?tag=bgfg-pc-builder-us-20
"AOC 24G2S 23.8"" 1920 x 1080 165 Hz Monitor",,,"23.8""",1920 x 1080,165 Hz,N/A,VA,16:9,https://www.amazon.com/s?k=AOC+24G2S+23.8%26quot%3B+1920+x+1080+165+Hz+Monitor&tag=bgfg-pc-builder-us-20
"HP M24f 24.0"" 1920 x 1080 75 Hz Monitor",,,"24""",1920 x 1080,75 Hz,5 ms,IPS,16:9,https://www.amazon.com/s?k=HP+M24f+24.0%26quot%3B+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"ASRock Phantom Gaming PG27FRS1A 27.0"" 1920 x 1080 180 Hz Curved Monitor",,,"27""",1920 x 1080,180 Hz,N/A,VA,16:9,https://www.amazon.com/s?k=ASRock+Phantom+Gaming+PG27FRS1A+27.0%22+1920+x+1080+180+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Acer V287K 28.0"" 3840 x 2160 60 Hz Monitor",,$259.33,"28""",3840 x 2160,60 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B09RFDJLNK?tag=bgfg-pc-builder-us-20
"AOC U27B3AF 27.0"" 3840 x 2160 60 Hz Monitor",,,"27""",3840 x 2160,60 Hz,4 ms,IPS,16:9,https://www.amazon.com/s?k=AOC+U27B3AF+27.0%22+3840+x+2160+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"LG 27UN850-W 27.0"" 3840 x 2160 60 Hz Monitor",,$379.99,"27""",3840 x 2160,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B08CVTTNN4?tag=bgfg-pc-builder-us-20
"LG 32GQ950-B 31.5"" 3840 x 2160 144 Hz Monitor",,$899.99,"31.5""",3840 x 2160,144 Hz,1 ms,IPS,16:9,https://www.amazon.com/dp/B0B355VFH7?tag=bgfg-pc-builder-us-20
"AOC AGON Pro AG344UXM 34.0"" 3440 x 1440 170 Hz Monitor",5.0,,"34""",3440 x 1440,170 Hz,1 ms,Mini LED IPS,21:9,https://www.amazon.com/s?k=AOC+AGON+Pro+AG344UXM+34.0%26quot%3B+3440+x+1440+170+Hz+Monitor&tag=bgfg-pc-builder-us-20
"BenQ SW242Q 24.1"" 2560 x 1600 60 Hz Monitor",,$479.99,"24.1""",2560 x 1600,60 Hz,5 ms,IPS,16:10,https://www.amazon.com/s?k=BenQ+SW242Q+24.1%22+2560+x+1600+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"LG 34UC79G-B 34.0"" 2560 x 1080 144 Hz Curved Monitor",4.6,,"34""",2560 x 1080,144 Hz,5 ms,IPS,21:9,https://www.amazon.com/s?k=LG+34UC79G-B+34.0%22+2560+x+1080+144+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"ViewSonic OMNI VX2728-2K 180Hz 27.0"" 2560 x 1440 180 Hz Monitor",,,"27""",2560 x 1440,180 Hz,N/A,IPS,16:9,https://www.amazon.com/s?k=ViewSonic+OMNI+VX2728-2K+180Hz+27.0%26quot%3B+2560+x+1440+180+Hz+Monitor&tag=bgfg-pc-builder-us-20
"ViewSonic VX3276-MHD 32.0"" 1920 x 1080 Monitor",,$189.99,"32""",1920 x 1080,N/A,8 ms,IPS,16:9,https://www.amazon.com/dp/B0787WGCXT?tag=bgfg-pc-builder-us-20
"Lenovo LEGION Y34wz-30 34.0"" 3440 x 1440 180 Hz Curved Monitor",,,"34""",3440 x 1440,180 Hz,11 ms,Mini LED VA,21:9,https://www.amazon.com/s?k=Lenovo+LEGION+Y34wz-30+34.0%26quot%3B+3440+x+1440+180+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Dell E1910H 18.5"" 1360 x 768 Monitor",5.0,,"18.5""",1360 x 768,N/A,5 ms,TN,16:9,https://www.amazon.com/s?k=Dell+E1910H+18.5%22+1360+x+768+Monitor&tag=bgfg-pc-builder-us-20
"Asus ROG Strix XG438Q 43.0"" 3840 x 2160 120 Hz Monitor",5.0,$949.00,"43""",3840 x 2160,120 Hz,4 ms,VA,16:9,https://www.amazon.com/dp/B07WDLV344?tag=bgfg-pc-builder-us-20
"LG 27GK750F-B 27.0"" 1920 x 1080 240 Hz Monitor",4.6,,"27""",1920 x 1080,240 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=LG+27GK750F-B+27.0%22+1920+x+1080+240+Hz+Monitor&tag=bgfg-pc-builder-us-20
"AOC AG271QG 27.0"" 2560 x 1440 165 Hz Monitor",4.0,,"27""",2560 x 1440,165 Hz,4 ms,IPS,16:9,https://www.amazon.com/s?k=AOC+AG271QG+27.0%22+2560+x+1440+165+Hz+Monitor&tag=bgfg-pc-builder-us-20
"INNOCN 27M2V 27.0"" 3840 x 2160 160 Hz Monitor",,,"27""",3840 x 2160,160 Hz,N/A,Mini LED IPS,16:9,https://www.amazon.com/s?k=INNOCN+27M2V+27.0%22+3840+x+2160+160+Hz+Monitor&tag=bgfg-pc-builder-us-20
"BenQ PD3200U 32.0"" 3840 x 2160 60 Hz Monitor",4.5,$646.90,"32""",3840 x 2160,60 Hz,4 ms,IPS,16:9,https://www.amazon.com/dp/B01MY142C0?tag=bgfg-pc-builder-us-20
"MSI Optix MAG341CQ 34.0"" 3440 x 1440 100 Hz Curved Monitor",4.8,,"34""",3440 x 1440,100 Hz,8 ms,VA,21:9,https://www.amazon.com/s?k=MSI+Optix+MAG341CQ+34.0%22+3440+x+1440+100+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Samsung CR500 27.0"" 1920 x 1080 60 Hz Curved Monitor",,,"27""",1920 x 1080,60 Hz,4 ms,VA,16:9,https://www.amazon.com/s?k=Samsung+CR500+27.0%22+1920+x+1080+60+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Asus ROG Strix XG27UQ 27.0"" 3840 x 2160 144 Hz Monitor",4.0,$799.00,"27""",3840 x 2160,144 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B08C65GFGK?tag=bgfg-pc-builder-us-20
"MSI Optix MAG281URF 27.9"" 3840 x 2160 144 Hz Monitor",,$599.99,"27.9""",3840 x 2160,144 Hz,1 ms,IPS,16:9,https://www.amazon.com/dp/B09PF8WR5S?tag=bgfg-pc-builder-us-20
"Dell S2721HN 27.0"" 1920 x 1080 75 Hz Monitor",,$159.99,"27""",1920 x 1080,75 Hz,4 ms,IPS,16:9,https://www.amazon.com/dp/B08GGD6M7X?tag=bgfg-pc-builder-us-20
"MSI Optix MAG273R 27.0"" 1920 x 1080 144 Hz Monitor",,$307.00,"27""",1920 x 1080,144 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B087YF1JNB?tag=bgfg-pc-builder-us-20
"MSI Optix G24C6P 23.8"" 1920 x 1080 144 Hz Curved Monitor",,$179.99,"23.8""",1920 x 1080,144 Hz,N/A,VA,16:9,https://www.amazon.com/dp/B093T8773S?tag=bgfg-pc-builder-us-20
"ViewSonic ELITE XG271QG 27.0"" 2560 x 1440 240 Hz Monitor",,$550.00,"27""",2560 x 1440,240 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B093MJG421?tag=bgfg-pc-builder-us-20
"Asus VE228H 21.5"" 1920 x 1080 Monitor",4.3,$134.00,"21.5""",1920 x 1080,N/A,5 ms,N/A,16:9,https://www.amazon.com/s?k=Asus+VE228H+21.5%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"LG W3000H-Bn 30.0"" 2560 x 1600 Monitor",,,"30""",2560 x 1600,N/A,5 ms,IPS,16:10,https://www.amazon.com/s?k=LG+W3000H-Bn+30.0%22+2560+x+1600+Monitor&tag=bgfg-pc-builder-us-20
"Samsung C27HG70 26.9"" 2560 x 1440 144 Hz Curved Monitor",4.2,,"26.9""",2560 x 1440,144 Hz,1 ms,VA,16:9,https://www.amazon.com/s?k=Samsung+C27HG70+26.9%22+2560+x+1440+144+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Samsung C34H890WJN 34.0"" 3440 x 1440 100 Hz Curved Monitor",,$523.39,"34""",3440 x 1440,100 Hz,4 ms,VA,21:9,https://www.amazon.com/dp/B071X9DW37?tag=bgfg-pc-builder-us-20
"Acer Nitro VG240YU 23.8"" 2560 x 1440 75 Hz Monitor",4.0,,"23.8""",2560 x 1440,75 Hz,1 ms,IPS,16:9,https://www.amazon.com/s?k=Acer+Nitro+VG240YU+23.8%22+2560+x+1440+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Dell P2719HC 27.0"" 1920 x 1080 60 Hz Monitor",,,"27""",1920 x 1080,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/s?k=Dell+P2719HC+27.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung C24RG50 23.5"" 1920 x 1080 144 Hz Monitor",4.3,,"23.5""",1920 x 1080,144 Hz,4 ms,VA,16:9,https://www.amazon.com/s?k=Samsung+C24RG50+23.5%22+1920+x+1080+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Lenovo Y27gq-25 27.0"" 2560 x 1440 240 Hz Monitor",,,"27""",2560 x 1440,240 Hz,0.5 ms,TN,16:9,https://www.amazon.com/s?k=Lenovo+Y27gq-25+27.0%22+2560+x+1440+240+Hz+Monitor&tag=bgfg-pc-builder-us-20
"LG 32GN500-B 31.5"" 1920 x 1080 165 Hz Monitor",,,"31.5""",1920 x 1080,165 Hz,5 ms,VA,16:9,https://www.amazon.com/s?k=LG+32GN500-B+31.5%22+1920+x+1080+165+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Philips 288E2E 28.0"" 3840 x 2160 60 Hz Monitor",,$269.99,"28""",3840 x 2160,60 Hz,4 ms,IPS,16:9,https://www.amazon.com/dp/B08TF58RR4?tag=bgfg-pc-builder-us-20
"MSI Optix G321CQP 31.5"" 2560 x 1440 165 Hz Curved Monitor",,$329.99,"31.5""",2560 x 1440,165 Hz,N/A,VA,16:9,https://www.amazon.com/dp/B09S422R8B?tag=bgfg-pc-builder-us-20
"RCA Evolution Premium 27.0"" 2506 x 1440 240 Hz Monitor",,$289.00,"27""",2506 x 1440,240 Hz,1 ms,IPS,1253:720,https://www.amazon.com/dp/B0CM47GRCX?tag=bgfg-pc-builder-us-20
"AOC AGON AG405UXC 40.0"" 3440 x 1440 144 Hz Monitor",,,"40""",3440 x 1440,144 Hz,4 ms,IPS,21:9,https://www.amazon.com/s?k=AOC+AGON+AG405UXC+40.0%26quot%3B+3440+x+1440+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"LG 32UP550N-W 31.5"" 3840 x 2160 60 Hz Monitor",,$396.99,"31.5""",3840 x 2160,60 Hz,4 ms,VA,16:9,https://www.amazon.com/dp/B0B196S8GF?tag=bgfg-pc-builder-us-20
"HP Z24m G3 23.8"" 2560 x 1440 90 Hz Monitor",,$174.99,"23.8""",2560 x 1440,90 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B0BB85RRHR?tag=bgfg-pc-builder-us-20
"LG 29BQ650-W 29.0"" 2560 x 1080 100 Hz Monitor",,$179.00,"29""",2560 x 1080,100 Hz,5 ms,IPS,21:9,https://www.amazon.com/dp/B0BY1C8T4P?tag=bgfg-pc-builder-us-20
"AOC AGON PRO AG275QXL 27.0"" 2560 x 1440 170 Hz Monitor",,$459.99,"27""",2560 x 1440,170 Hz,1 ms,IPS,16:9,https://www.amazon.com/dp/B09V6PHDG4?tag=bgfg-pc-builder-us-20
"Dell AW3821DW 37.5"" 3840 x 1600 144 Hz Curved Monitor",4.8,$1269.03,"37.5""",3840 x 1600,144 Hz,1 ms,IPS,12:5,https://www.amazon.com/dp/B093T2NSD4?tag=bgfg-pc-builder-us-20
"ViewSonic VP2756-4K 27.0"" 3840 x 2160 Monitor",,$399.99,"27""",3840 x 2160,N/A,5 ms,IPS,16:9,https://www.amazon.com/dp/B08V1225XS?tag=bgfg-pc-builder-us-20
"Dell U4919DW 49.0"" 5120 x 1440 60 Hz Curved Monitor",5.0,$1349.99,"49""",5120 x 1440,60 Hz,5 ms,IPS,32:9,https://www.amazon.com/dp/B07KMQT7DB?tag=bgfg-pc-builder-us-20
"Dell U2421E 24.1"" 1920 x 1200 60 Hz Monitor",,$337.00,"24.1""",1920 x 1200,60 Hz,8 ms,IPS,16:10,https://www.amazon.com/dp/B08MWQF4Q3?tag=bgfg-pc-builder-us-20
"iiyama Prolite E2483HS-B1 24.0"" 1920 x 1080 60 Hz Monitor",,,"24""",1920 x 1080,60 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=iiyama+Prolite+E2483HS-B1+24.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung CR500 26.9"" 1920 x 1080 60 Hz Curved Monitor",4.0,$179.99,"26.9""",1920 x 1080,60 Hz,4 ms,VA,16:9,https://www.amazon.com/dp/B07RNMNWSY?tag=bgfg-pc-builder-us-20
"Acer Predator X34 S 34.0"" 3440 x 1440 144 Hz Curved Monitor",,$999.00,"34""",3440 x 1440,144 Hz,1 ms,IPS,21:9,https://www.amazon.com/s?k=Acer+Predator+X34+S+34.0%22+3440+x+1440+144+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Dell SE2417HG 23.6"" 1920 x 1080 60 Hz Monitor",4.3,$357.44,"23.6""",1920 x 1080,60 Hz,1 ms,TN,16:9,https://www.amazon.com/dp/B0197FRKCY?tag=bgfg-pc-builder-us-20
"iiyama GB2570HSU-B1 24.5"" 1920 x 1080 165 Hz Monitor",,,"24.5""",1920 x 1080,165 Hz,N/A,IPS,16:9,https://www.amazon.com/s?k=iiyama+GB2570HSU-B1+24.5%22+1920+x+1080+165+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung S33A 24.0"" 1920 x 1080 60 Hz Monitor",,$119.99,"24""",1920 x 1080,60 Hz,5 ms,VA,16:9,https://www.amazon.com/dp/B0BHM5W42Q?tag=bgfg-pc-builder-us-20
"LG 34WR50QC-B 34.0"" 3440 x 1440 100 Hz Curved Monitor",,,"34""",3440 x 1440,100 Hz,5 ms,VA,21:9,https://www.amazon.com/s?k=LG+34WR50QC-B+34.0%22+3440+x+1440+100+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"AOC E2470SWH 23.6"" 1920 x 1080 60 Hz Monitor",4.0,,"23.6""",1920 x 1080,60 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=AOC+E2470SWH+23.6%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"ViewSonic VX2416 23.8"" 1920 x 1080 100 Hz Monitor",,$114.99,"23.8""",1920 x 1080,100 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B0BQWTS7B8?tag=bgfg-pc-builder-us-20
"Asus VE248H 24.0"" 1920 x 1080 Monitor",4.5,$139.00,"24""",1920 x 1080,N/A,2 ms,N/A,16:9,https://www.amazon.com/s?k=Asus+VE248H+24.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"Samsung S22D300HY 21.5"" 1920 x 1080 60 Hz Monitor",4.2,,"21.5""",1920 x 1080,60 Hz,5 ms,TN,16:9,https://www.amazon.com/s?k=Samsung+S22D300HY+21.5%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"AOC G2460PG 24.0"" 1920 x 1080 144 Hz Monitor",4.5,,"24""",1920 x 1080,144 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=AOC+G2460PG+24.0%22+1920+x+1080+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Asus MG279Q 27.0"" 2560 x 1440 144 Hz Monitor",4.4,,"27""",2560 x 1440,144 Hz,4 ms,IPS,16:9,https://www.amazon.com/s?k=Asus+MG279Q+27.0%22+2560+x+1440+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Asus ROG STRIX XG27VQ 27.0"" 1920 x 1080 144 Hz Curved Monitor",5.0,,"27""",1920 x 1080,144 Hz,4 ms,VA,16:9,https://www.amazon.com/s?k=Asus+ROG+STRIX+XG27VQ+27.0%22+1920+x+1080+144+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Dell P2417H 23.8"" 1920 x 1080 60 Hz Monitor",,$430.00,"23.8""",1920 x 1080,60 Hz,6 ms,IPS,16:9,https://www.amazon.com/dp/B01FGCJE26?tag=bgfg-pc-builder-us-20
"BenQ EX3203R 31.5"" 2560 x 1440 144 Hz Curved Monitor",4.7,$494.97,"31.5""",2560 x 1440,144 Hz,4 ms,VA,16:9,https://www.amazon.com/dp/B07DPVRZXG?tag=bgfg-pc-builder-us-20
"Acer VG270U Pbmiipx 27.0"" 2560 x 1440 144 Hz Monitor",4.8,$371.83,"27""",2560 x 1440,144 Hz,1 ms,IPS,16:9,https://www.amazon.com/dp/B07K8SHDDB?tag=bgfg-pc-builder-us-20
"Gigabyte AORUS AD27QD 27.0"" 2560 x 1440 144 Hz Monitor",4.5,,"27""",2560 x 1440,144 Hz,1 ms,IPS,16:9,https://www.amazon.com/s?k=Gigabyte+AORUS+AD27QD+27.0%22+2560+x+1440+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"VIOTEK GFV24C 24.0"" 1920 x 1080 144 Hz Monitor",5.0,,"24""",1920 x 1080,144 Hz,N/A,VA,16:9,https://www.amazon.com/s?k=VIOTEK+GFV24C+24.0%22+1920+x+1080+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Gigabyte AORUS FI27Q 27.0"" 2560 x 1440 165 Hz Monitor",4.3,$499.99,"27""",2560 x 1440,165 Hz,N/A,IPS,16:9,https://www.amazon.com/s?k=Gigabyte+AORUS+FI27Q+27.0%22+2560+x+1440+165+Hz+Monitor&tag=bgfg-pc-builder-us-20
"MSI Optix MPG321QRF-QD 32.0"" 2560 x 1440 175 Hz Monitor",,$469.99,"32""",2560 x 1440,175 Hz,1 ms,IPS,16:9,https://www.amazon.com/dp/B09GWD6TWX?tag=bgfg-pc-builder-us-20
"Acer XZ342CU PBMIIPHX 34.0"" 3440 x 1440 144 Hz Curved Monitor",,$395.90,"34""",3440 x 1440,144 Hz,N/A,VA,21:9,https://www.amazon.com/dp/B09J82K96X?tag=bgfg-pc-builder-us-20
"Acer KG241 Sbmiipx 24.0"" 1920 x 1080 120 Hz Monitor",,$149.99,"24""",1920 x 1080,120 Hz,N/A,TN,16:9,https://www.amazon.com/dp/B09MZNPT7F?tag=bgfg-pc-builder-us-20
"Acer XZ273U Xbmiiphx 27.0"" 2560 x 1440 240 Hz Curved Monitor",,$399.99,"27""",2560 x 1440,240 Hz,N/A,VA,16:9,https://www.amazon.com/s?k=Acer+XZ273U+Xbmiiphx+27.0%22+2560+x+1440+240+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"MSI Optix G2412 23.8"" 1920 x 1080 170 Hz Monitor",5.0,$222.00,"23.8""",1920 x 1080,170 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B0B83MNB5H?tag=bgfg-pc-builder-us-20
"Samsung Odyssey G32A 24.0"" 1920 x 1080 165 Hz Monitor",,,"24""",1920 x 1080,165 Hz,N/A,VA,16:9,https://www.amazon.com/s?k=Samsung+Odyssey+G32A+24.0%22+1920+x+1080+165+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung Odyssey G65B 32.0"" 2560 x 1440 240 Hz Curved Monitor",,,"32""",2560 x 1440,240 Hz,1 ms,VA,16:9,https://www.amazon.com/s?k=Samsung+Odyssey+G65B+32.0%22+2560+x+1440+240+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"ViewSonic VX4381-4K 43.0"" 3840 x 2160 Monitor",,$599.99,"43""",3840 x 2160,N/A,3 ms,VA,16:9,https://www.amazon.com/dp/B097J4J1Z7?tag=bgfg-pc-builder-us-20
"LG 38GL950G-B 37.5"" 3840 x 1600 175 Hz Curved Monitor",4.0,$999.99,"37.5""",3840 x 1600,175 Hz,N/A,IPS,12:5,https://www.amazon.com/dp/B07ZS1DZM1?tag=bgfg-pc-builder-us-20
"Asus ProArt Display PA24ACRV 23.8"" 2560 x 1440 75 Hz Monitor",,$343.85,"23.8""",2560 x 1440,75 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B0CVSM1XFX?tag=bgfg-pc-builder-us-20
"LG 40BP95C-W 39.7"" 5120 x 2160 72 Hz Curved Monitor",,$1299.90,"39.7""",5120 x 2160,72 Hz,5 ms,Nano IPS,64:27,https://www.amazon.com/dp/B0B1NRCJK7?tag=bgfg-pc-builder-us-20
"BenQ EX270M 27.0"" 1920 x 1080 240 Hz Monitor",,$349.99,"27""",1920 x 1080,240 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B0B8PXQLCD?tag=bgfg-pc-builder-us-20
"LG 34WP65CP-B 34.0"" 3440 x 1440 160 Hz Curved Monitor",,,"34""",3440 x 1440,160 Hz,5 ms,VA,21:9,https://www.amazon.com/s?k=LG+34WP65CP-B+34.0%22+3440+x+1440+160+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"MSI MPG ARTYMIS 273CQR-QD 27.0"" 2560 x 1440 165 Hz Curved Monitor",,$429.99,"27""",2560 x 1440,165 Hz,N/A,VA,16:9,https://www.amazon.com/dp/B09XN1CBFQ?tag=bgfg-pc-builder-us-20
"Acer V206HQL A 19.5"" 1600 x 900 60 Hz Monitor",,$81.09,"19.5""",1600 x 900,60 Hz,N/A,TN,16:9,https://www.amazon.com/dp/B09JSFQ1NR?tag=bgfg-pc-builder-us-20
"Asus VP248QG 24.0"" 1920 x 1080 75 Hz Monitor",3.5,$139.00,"24""",1920 x 1080,75 Hz,1 ms,TN,16:9,https://www.amazon.com/dp/B07JJV3JH8?tag=bgfg-pc-builder-us-20
"Philips 243V7QJABF/00 23.8"" 1920 x 1080 75 Hz Monitor",,$256.00,"23.8""",1920 x 1080,75 Hz,4 ms,IPS,16:9,https://www.amazon.com/dp/B0748FVGD8?tag=bgfg-pc-builder-us-20
"Gigabyte GS27F 27.0"" 1920 x 1080 170 Hz Monitor",,$139.99,"27""",1920 x 1080,170 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B0CG2N4N75?tag=bgfg-pc-builder-us-20
"Dell S2340M 23.0"" 1920 x 1080 60 Hz Monitor",4.6,,"23""",1920 x 1080,60 Hz,7 ms,IPS,16:9,https://www.amazon.com/s?k=Dell+S2340M+23.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"BenQ GW2270 21.5"" 1920 x 1080 60 Hz Monitor",4.7,,"21.5""",1920 x 1080,60 Hz,5 ms,VA,16:9,https://www.amazon.com/s?k=BenQ+GW2270+21.5%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"BenQ PD2700U 27.0"" 3840 x 2160 60 Hz Monitor",5.0,$484.00,"27""",3840 x 2160,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B07H9XP92N?tag=bgfg-pc-builder-us-20
"BenQ GL2780 27.0"" 1920 x 1080 75 Hz Monitor",5.0,$159.99,"27""",1920 x 1080,75 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=BenQ+GL2780+27.0%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
